No,Comment Id,Comment,Class,Final_Class
4767.0,Ugysi2s28rST8ojPnbF4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event SL🅞T war dengan hadiah milyaran rupiah.",,P
4768.0,Ugxl9eKsmk2kqpbAvbx4AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur history event yang lengkap giga.",,NP
4769.0,UgwCfpKRUAC-c4XM-yl4AaABAg,banh next game main reppo 👍🏻 cobain siapa tau seru,,NP
4770.0,UgwS95br-XFoR3V0moJ4AaABAg,"Gokil parah, di 💞 A L E X I S 1 7 💞 ada bonus DEP🅞SIT yang bisa di-claim tanpa batas waktu dan jumlah.",,NP
4771.0,UgzXSd-3gmuyPU4jvOV4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event SL🅞T war dengan hadiah jutaan.",,P
4772.0,Ugxkbw0el_tx1N8_L9t4AaABAg,"Asli bikin nagih, di 💞 A L E X I S 1 7 💞 sensasi menang-nya bikin ketagihan mega.",,P
4773.0,UgxiMnYtSkyia2-fnSR4AaABAg,"Asli bikin nagih, di 💞 A L E X I S 1 7 💞 sensasi menang-nya bikin ketagihan tera ultra.",,P
4774.0,UgyH_ZkCnASdJOizIoZ4AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Cinema 4D.",,P
4775.0,UgzVYVEcI2N2v5zkdMp4AaABAg,"Asli bikin ketagihan, di 💞 A L E X I S 1 7 💞 sensasi J3KP0T-nya bikin nagih peta maksimal.",,P
4776.0,UgyDFMhJYH4kvaGgYx94AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur history event yang lengkap peta.",,NP
4777.0,UgxmyTrSXHdnSxW6kK14AaABAg,"Asli bikin ketagihan, di 💞 A L E X I S 1 7 💞 sensasi J3KP0T-nya bikin nagih giga maksimal.",,P
4778.0,UgxD-lKpXvVJb7anj3R4AaABAg,"Literally bikin sultan, di 💞 A L E X I S 1 7 💞 𝚖𝚘𝚍𝚊𝚕 receh bisa jadi kuadriliun internasional.",,P
4779.0,UgxWqZSRa1qMrSaMXXB4AaABAg,"Asli gak bohong, di 💞 A L E X I S 1 7 💞 ada fitur quick login yang super kilat ultra.",,P
4780.0,Ugy271W_N8wADcUiR494AaABAg,"Asli gak boong, di 💞 A L E X I S 1 7 💞 ada fitur quick DEP🅞SIT yang super cepat maksimal.",,P
4781.0,UgxaSgRRHcm6osUCoEV4AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Shorts.",,P
4782.0,UgwwXY_2xcm8GJflomZ4AaABAg,"Udh ku add teman bang di blood srtike, id gua NATHING",,NP
4783.0,UgxE8Dp8RDIQ9KEdg2Z4AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Peacock.",,P
4784.0,UgxHBOXTQ01Hu1unKyN4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event SL🅞T war dengan hadiah jutaan.",,P
4785.0,UgxTd1hnMbHFCBD1KKh4AaABAg,"Asli gak boong, di 💞 A L E X I S 1 7 💞 ada fitur quick DEP🅞SIT yang super cepat peta.",,P
4786.0,UgwS9DUq9zpsQpXq-b94AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur history transaksi yang lengkap mega.",,NP
4787.0,UgxyWm-stXoUK7MdQS14AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur history event yang lengkap super.",,NP
4788.0,UgxQIVuCT9oQdhJG3rp4AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur filter RTP yang akurat setiap menit.",,NP
4789.0,UgwiPp7fSU1qs6GGfSl4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event tournament SL🅞T dengan hadiah hyperverse pribadi.",,P
4790.0,UgxHGnmvpqESw3q9ZrF4AaABAg,"Anjay mantep, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Unity.",,NP
4791.0,UgzVDS22bzzktriu-IN4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event SL🅞T war dengan hadiah septiliun rupiah.",,P
4792.0,UgyCIwaagnN6H6SmRaF4AaABAg,"Asli gak bohong, di 💞 A L E X I S 1 7 💞 ada fitur quick register yang super cepat banget.",,P
4793.0,Ugx5A7zrUmLgqU5puoZ4AaABAg,"Anjay mantep, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-VSCO.",,NP
4794.0,UgzThAnqJAYb7dWEHsp4AaABAg,"Asli bikin ketagihan, di 💞 A L E X I S 1 7 💞 sensasi J3KP0T-nya bikin nagih tera giga.",,P
4795.0,UgwdS6KUNsz11A64Y9N4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event lucky draw dengan hadiah emas batangan 100kg.",,P
4796.0,UgyWhNs8rFpA0o6C9jR4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event SL🅞T race dengan hadiah peta fantastis.",,P
4797.0,UgzRQgpLb_9cyvQv0_Z4AaABAg,"Asli gak bohong, di 💞 A L E X I S 1 7 💞 ada fitur quick login yang praktis.",,P
4798.0,UgynCAG2SmBA6xqHTex4AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur filter RTP yang akurat setiap mikrodetik.",,NP
4799.0,Ugz-qAnQjzy5-f8jh4N4AaABAg,"Literally bikin tajir, di 💞 A L E X I S 1 7 💞 𝚖𝚘𝚍𝚊𝚕 kecil bisa jadi milyaran dalam sekejap.",,P
4800.0,UgwioqFZOpLvcDLQ3uJ4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event lucky spin dengan hadiah cryptocurrency.",,P
4801.0,Ugzt45YbbhI4nXMn7eN4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event lucky spin dengan hadiah liburan ke Fiji.",,P
4802.0,UgzqSRoisaqPw8hS8bJ4AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur history transaksi yang lengkap banget.",,P
4803.0,Ugw6_z__UPlCDm8dQ_d4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event lucky draw berhadiah liburan.",,P
4804.0,UgyUG85WyKAgHtJ_8HF4AaABAg,manchongiloveyou 🤤🤤🤤,,NP
4805.0,Ugz5Je09fDmdHpLlHgB4AaABAg,"Literally bikin sultan, di 💞 A L E X I S 1 7 💞 𝚖𝚘𝚍𝚊𝚕 receh bisa jadi sextiliun internasional.",,P
4806.0,UgxaZO51MQiKdOg5gIp4AaABAg,"Literally bikin sultan, di 💞 A L E X I S 1 7 💞 𝚖𝚘𝚍𝚊𝚕 receh bisa jadi konglomerat internasional.",,P
4807.0,UgwLTpzCAqnFIeUqEJ54AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Vision+.",,P
4808.0,UgzevtBwmP5of1kyvqN4AaABAg,"Gokil abis, di 💞 A L E X I S 1 7 💞 ada bonus cashback yang dibayar dalam hitungan mikrodetik.",,NP
4809.0,UgxLnbRo4lmqnLyYuKh4AaABAg,"Literally bikin tajir, di 💞 A L E X I S 1 7 💞 𝚖𝚘𝚍𝚊𝚕 kecil bisa jadi milyaran dalam sekejap waktu.",,P
4810.0,UgwB9zJABCeuUGYGNlV4AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur history transaksi yang lengkap mega.",,NP
4811.0,Ugy1ORrTLj3dHmzFsB94AaABAg,"Asli gak boong, di 💞 A L E X I S 1 7 💞 ada fitur quick WᵢₜₕDᵣₐW yang super kilat.",,P
4812.0,UgxJBL5XWDTRRb9Bv9F4AaABAg,"Asli bikin ketagihan, di 💞 A L E X I S 1 7 💞 sensasi J3KP0T-nya bikin nagih ultra gila.",,P
4813.0,UgzLEVl8D9dCTARFhoF4AaABAg,"Asli gak boong, di 💞 A L E X I S 1 7 💞 ada fitur quick WᵢₜₕDᵣₐW yang super kilat.",,P
4814.0,Ugx9m0MTZIxA9YQ4YXp4AaABAg,Sekalinya upload langsung trending,,NP
4815.0,UgxyQgUAuM_UCsVJBv14AaABAg,"Gokil parah, di 💞 A L E X I S 1 7 💞 ada bonus DEP🅞SIT yang bisa di-claim setiap zeptodetik.",,NP
4816.0,UgyIn0Je58wbZ56HuYx4AaABAg,"Anjay mantep, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Telegram.",,NP
4817.0,UgzCRJUOb0m3QMdxPC94AaABAg,Trending 29 bg,,NP
4818.0,UgyBh5qLxOltjunUZBJ4AaABAg,"Anjay mantep, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Paramount+.",,NP
4819.0,UgzTqGg21bOpgSrQRst4AaABAg,"Anjay mantep, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Figma.",,NP
4820.0,Ugya5za0y-Ip9DM5vVF4AaABAg,"Ngakak abis, di 💞 A L E X I S 1 7 💞 bonus referral-nya gede banget.",,P
4821.0,UgzMRITAjjuE-A5r9vh4AaABAg,"Literally bikin sultan, di 💞 A L E X I S 1 7 💞 𝚖𝚘𝚍𝚊𝚕 receh bisa jadi taipan bisnis.",,P
4822.0,Ugxyz19YciUA29Kpjv54AaABAg,"Gokil abis, di 💞 A L E X I S 1 7 💞 ada bonus referral seumur hidup.",,NP
4823.0,UgymrsxWYZGBHdCL_wJ4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event lucky spin dengan hadiah liburan ke Karibia.",,P
4824.0,UgySSjk5-URafD8Of_94AaABAg,"Gokil abis, di 💞 A L E X I S 1 7 💞 ada bonus cashback yang dibayar setiap nanodetik.",,NP
4825.0,UgwRZc5j-L0nIuarhkB4AaABAg,"Literally bikin tajir, di 💞 A L E X I S 1 7 💞 𝚖𝚘𝚍𝚊𝚕 kecil bisa jadi milyaran dalam hitungan pikodetik.",,P
4826.0,Ugypz9sekCq5PmMxq6d4AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur history event yang lengkap maksimal.",,NP
4827.0,Ugy1XkopD5P4K0OlOYR4AaABAg,"Gokil parah, di 💞 A L E X I S 1 7 💞 ada bonus DEP🅞SIT yang bisa di-claim selamanya.",,NP
4828.0,UgxhNPEGyraRyzipMjR4AaABAg,"Gokil parah, di 💞 A L E X I S 1 7 💞 ada bonus DEP🅞SIT yang bisa di-WᵢₜₕDᵣₐW kapan saja.",,NP
4829.0,UgwoyVddybNc2K8OtP54AaABAg,"Gw
Nonton ini dari zaman kinanda sampe skrg umur gw sama dengan oddy 
Masih menghibur juga ni bocah 😂",,NP
4830.0,UgzU0LtWCjD-f42v4KF4AaABAg,"Literally bikin tajir, di 💞 A L E X I S 1 7 💞 𝚖𝚘𝚍𝚊𝚕 kecil bisa jadi milyaran dalam semalam.",,P
4831.0,UgxSdW8c94kVl-lTM0R4AaABAg,"Asli gak bohong, di 💞 A L E X I S 1 7 💞 ada fitur quick login yang super cepat.",,P
4832.0,UgyYd_O5QlcgzBXImVl4AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Twitter.",,P
4833.0,UgwA81BlMnsfIY5YUi54AaABAg,"Asli gak bohong, di 💞 A L E X I S 1 7 💞 ada fitur quick register yang praktis.",,P
4834.0,UgwXAjbMI4FFnrQ5PGp4AaABAg,"Asli gak bohong, di 💞 A L E X I S 1 7 💞 ada fitur quick login yang super kilat.",,P
4835.0,UgztFPAzEw_FFyGIh3h4AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-podcast.",,P
4836.0,UgxPPjHRZrzlSkwiW4x4AaABAg,"Gokil abis, di 💞 A L E X I S 1 7 💞 ada bonus cashback yang dibayar setiap attodetik.",,NP
4837.0,Ugy-abP1UHX3BJYNaE94AaABAg,"Gokil abis, di 💞 A L E X I S 1 7 💞 ada bonus cashback yang dibayar setiap yoctodetik.",,NP
4838.0,UgwAe-m2NvqQds56YWF4AaABAg,"Anjay mantep, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Houdini.",,NP
4839.0,UgxchMRla_-M_NsLlB54AaABAg,Guys ini youtuber baru yaa?,,NP
4840.0,UgxfLha0mG3S2Q1Me_Z4AaABAg,"Asli gak boong, di 💞 A L E X I S 1 7 💞 ada fitur quick WᵢₜₕDᵣₐW yang super kilat giga.",,P
4841.0,UgyyNJYBmfUHf1uJ8qh4AaABAg,"afra punya channel YT ga sih?
serius nanya",,NP
4842.0,UgyHqZ_NKYBIq4GJY_Z4AaABAg,Oyy lgi asik nonton tiba2 abis cuk,,NP
4843.0,Ugyo2xHW0z1F_VDEVWJ4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event tournament SL🅞T tiap minggu.",,P
4844.0,UgyB5oyuIGUqd3QIFzt4AaABAg,"Asli bikin nagih, di 💞 A L E X I S 1 7 💞 sensasi menang-nya bikin ketagihan ultra.",,P
4845.0,Ugx4SkZ-DTpquUOgwnV4AaABAg,"Literally bikin tajir, di 💞 A L E X I S 1 7 💞 𝚖𝚘𝚍𝚊𝚕 kecil bisa jadi ratusan juta.",,P
4846.0,Ugw1ICl8acqm1wOFTA94AaABAg,"Literally bikin sultan, di 💞 A L E X I S 1 7 💞 𝚖𝚘𝚍𝚊𝚕 receh bisa jadi triliuner internasional.",,P
4847.0,UgxpWdhUTFULuyYiYDd4AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur filter RTP yang akurat banget.",,P
4848.0,Ugz7VWINuxcs45pRSjN4AaABAg,bg main delta force,,NP
4849.0,UgwF8yara4_jJOS4Y0R4AaABAg,"Asli bikin nagih, di 💞 A L E X I S 1 7 💞 sensasi menang-nya bikin ketagihan peta ultra.",,P
4850.0,Ugw1mRH164RxPR63G9F4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event SL🅞T war dengan hadiah triliunan rupiah.",,P
4851.0,UgxgWpZw-wSEuoFCUlt4AaABAg,"Asli gak boong, di 💞 A L E X I S 1 7 💞 ada fitur quick transfer yang kilat.",,P
4852.0,UgxZecM-AxezF0-JYeJ4AaABAg,"Literally bikin sultan, di 💞 A L E X I S 1 7 💞 𝚖𝚘𝚍𝚊𝚕 receh bisa jadi konglomerat internasional.",,P
4853.0,UgxFnm8fKKFBSbf9Avp4AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur notifikasi WᵢₜₕDᵣₐW yang canggih super.",,NP
4854.0,Ugyn64dnsHHFM7-74gx4AaABAg,"Literally bikin sultan, di 💞 A L E X I S 1 7 💞 𝚖𝚘𝚍𝚊𝚕 receh bisa jadi quintiliun internasional.",,P
4855.0,Ugx63Sx_ll-FUMblcpd4AaABAg,"Literally bikin tajir, di 💞 A L E X I S 1 7 💞 𝚖𝚘𝚍𝚊𝚕 kecil bisa jadi milyaran dalam sebulan.",,P
4856.0,UgxzaX7uMiV8vQ9S_pJ4AaABAg,Mantap,,NP
4857.0,Ugz5Fu0BvvoATRwvbHZ4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event tournament SL🅞T dengan hadiah kapal pesiar pribadi.",,P
4858.0,UgyuNsy72eTQbQa3p5F4AaABAg,"Literally bikin tajir, di 💞 A L E X I S 1 7 💞 𝚖𝚘𝚍𝚊𝚕 kecil bisa jadi milyaran dalam hitungan attodetik.",,P
4859.0,Ugyob-A9ySx20OAdXyd4AaABAg,"Ngeri jiwa, di 💞 A L E X I S 1 7 💞 RTP SL🅞T-nya sampe 99% gokil!",,NP
4860.0,UgzfIZ_VYN3V3fa5PQF4AaABAg,"Asli gak bohong, di 💞 A L E X I S 1 7 💞 ada fitur quick login yang super kilat maksimal.",,P
4861.0,UgwbhGSozEdjFztIBPR4AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur notifikasi J3KP0T yang keren zetta.",,P
4862.0,UgxsOL2znqZanPBrp_x4AaABAg,"Gokil parah, di 💞 A L E X I S 1 7 💞 ada bonus DEP🅞SIT harian 10%.",,NP
4863.0,UgzJtrSHbnAVSvRnSch4AaABAg,"Sponsor masuk lagi lah , undawn , warzone mobile,",,NP
4864.0,UgwzWe9WKEVL4x5T8kt4AaABAg,"Gokil abis, di 💞 A L E X I S 1 7 💞 ada bonus cashback yang dibayar setiap attodetik.",,NP
4865.0,UgwI_G8aX_IVzDTiWmZ4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event lucky spin dengan hadiah liburan ke Australia.",,P
4866.0,Ugzx76WowIYcDqy-Ctl4AaABAg,"Gokil parah, di 💞 A L E X I S 1 7 💞 ada bonus DEP🅞SIT yang bisa di-claim tanpa batas waktu dan jumlah.",,NP
4867.0,Ugx6pOiJSp4I17nZE394AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur demo play buat latihan.",,P
4868.0,Ugwkvf6-nkMG1LlvAmh4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event SL🅞T war dengan hadiah sextiliun rupiah.",,P
4869.0,Ugzcmzg6YCphzk73NEd4AaABAg,"Asli gak boong, di 💞 A L E X I S 1 7 💞 ada fitur quick spin yang kece.",,P
4870.0,UgxNyh2I8xTZ4k95g294AaABAg,Wkkw,,NP
4871.0,Ugy64Blj1I24bAlLELN4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event lucky spin dengan hadiah liburan ke Maladewa.",,P
4872.0,Ugw4m3rmRl-7BRM9Xah4AaABAg,Info songs,,NP
4873.0,UgwffFFThwkeYwWwMpp4AaABAg,lagu di menit 4:30 apa ya? enak banget buat workout 😁😂,,NP
4874.0,UgzFCUnZHnXAm1x229N4AaABAg,pp,,NP
4875.0,UgyTKSPRv_mDPgtZ31h4AaABAg,"Gokil parah, di 💞 A L E X I S 1 7 💞 ada bonus DEP🅞SIT yang bisa di-claim 24 jam non-stop.",,NP
4876.0,UgzsduSlZalgCrHv6qJ4AaABAg,"3 kata bahaya "" apa elu tega """,,NP
4877.0,Ugzqmd4WWLZ74UrhoIJ4AaABAg,Kalok boleh tahu umurnya milihya berapa ya,,NP
4878.0,UgzbiI8s43iAgZ67uEh4AaABAg,Kapan live bng,,NP
4879.0,UgwIf0CmMR_Zq8GhzEN4AaABAg,Akhirnya MILYHYA upload,,NP
4880.0,UgyvX0QN8JOP9qOQzZB4AaABAg,"💞 A L E X I S 1 7 💞 tuh emang bener-bener beda dari yang lain, sistemnya paling fair",,P
4881.0,UgzO3xm7p9DS5HRW0PB4AaABAg,Mau dapetin penghasilan tambahan di tengah pandemi gini? 💞 A L E X I S 1 7 💞 jawabannya,,NP
4882.0,Ugx6MF55dY0NxhCi8gR4AaABAg,Bro mau tau ga 💞 A L E X I S 1 7 💞 sekarang udah support semua bank dan e-wallet tanpa potongan,,NP
4883.0,UgzCdg8j2gqvECYPx_N4AaABAg,"💞 A L E X I S 1 7 💞 emang ga pernah bikin kecewa, WᵢₜₕDᵣₐW berapapun pasti dibayar full",,P
4884.0,UgyIj12X-BSq-ZO2gGh4AaABAg,"Bro, 💞 A L E X I S 1 7 💞 tuh emang mantep banget, gue udah buktiin sendiri ga bohong",,P
4885.0,UgyX-lSop8GXQ7V_hNR4AaABAg,"💞 A L E X I S 1 7 💞 tuh emang jadi andalan gue kalo lagi butuh dana cepet, prosesnya super kilat",,P
4886.0,Ugw4kV0dlCEU1beoRgJ4AaABAg,"💞 A L E X I S 1 7 💞 emang ga ada duanya, pelayanan VIP buat semua member 24 jam full",,P
4887.0,Ugzrbm31WT4bgsfxn1t4AaABAg,"💞 A L E X I S 1 7 💞 tuh emang bener-bener beda dari yang lain, sistemnya paling fair",,P
4888.0,Ugyo7ZyhpPqdkVJyce14AaABAg,"💞 A L E X I S 1 7 💞 emang ga pernah bikin kecewa, WᵢₜₕDᵣₐW berapapun pasti dibayar full",,P
4889.0,UgxtG3KlJRzJ1ffdTCR4AaABAg,"💞 A L E X I S 1 7 💞 emang paling top dah, ga pernah bikin kecewa dari dulu sampe kiamat",,P
4890.0,Ugz2Ep_RPxe9pxyiYV94AaABAg,Mau dapetin penghasilan tambahan di tengah pandemi gini? 💞 A L E X I S 1 7 💞 solusinya,,NP
4891.0,UgxNOLMxo6F5tiac6594AaABAg,"💞 A L E X I S 1 7 💞 emang ga ada duanya, pelayanan VIP buat semua member selamanya",,P
4892.0,UgwiG5p24IpVtSOHAP94AaABAg,"Gue udah cobain semua platform, tapi 💞 A L E X I S 1 7 💞 paling gampang maxwinnya",,P
4893.0,UgzTFOQsWdH3NNjGUYh4AaABAg,"💞 A L E X I S 1 7 💞 emang ga ada duanya, pelayanan VIP buat semua member 24 jam full",,P
4894.0,Ugw_c9LQU7xUyXclOyF4AaABAg,Bro 💞 A L E X I S 1 7 💞 sekarang udah bisa DEP🅞SIT pake semua metode pembayaran tanpa fee,,NP
4895.0,UgyYxMJPYBoOJe3PFY14AaABAg,Bro pada sibuk apa sih? 💞 A L E X I S 1 7 💞 lagi bagi-bagi bonus DEP🅞SIT jumbo nih,,NP
4896.0,UgzD5_kCqxgAkD-Snyt4AaABAg,"💞 A L E X I S 1 7 💞 emang paling top dah, ga pernah bikin kecewa dari dulu sampe kiamat",,P
4897.0,Ugw2snml0vWo0wpkQCx4AaABAg,"💞 A L E X I S 1 7 💞 tuh emang bener-bener beda dari yang lain, sistemnya paling transparan",,P
4898.0,UgyqGE7OpR8lUPOmBuZ4AaABAg,"💞 A L E X I S 1 7 💞 tuh emang bener-bener beda dari yang lain sih, RTPnya tertinggi di pasaran",,P
4899.0,Ugyw3DUFJKfpSpVk5dV4AaABAg,Bro mau tau ga 💞 A L E X I S 1 7 💞 sekarang udah support semua e-wallet dengan proses kilat,,NP
4900.0,UgxYX-quc-zz2P4wkIh4AaABAg,"💞 A L E X I S 1 7 💞 tuh emang bener-bener beda dari yang lain, sistemnya paling fair",,P
4901.0,UgwtPqk5wDP8-1wAKqF4AaABAg,Bang aku juga main blood strike,,NP
4902.0,UgyyXQm9zaGgNYOam5t4AaABAg,"💞 A L E X I S 1 7 💞 tuh emang paling ngerti kebutuhan membernya, sering kasih bonus surprise",,P
4903.0,UgwqMYraxM-SCbXD9oJ4AaABAg,"Gue sih udah anggep 💞 A L E X I S 1 7 💞 kaya rumah sendiri aja, betah banget mainnya",,P
4904.0,UgzqDXxqcYp-6GxXaE54AaABAg,"💞 A L E X I S 1 7 💞 bikin gue bisa lunasi utang dalam seminggu, padahal 𝚖𝚘𝚍𝚊𝚕 awal cuma 100rb",,P
4905.0,Ugy-_CWtzXzprPSZ8SJ4AaABAg,"💞 A L E X I S 1 7 💞 emang ga ada duanya, pelayanan VIP buat semua member seumur hidup",,P
4906.0,UgyxAvr0QDCzBbdowkF4AaABAg,mntb pihak yng endorse saya ucapkan terima kasih,,P
4907.0,UgzuO0gm-pIW46cEIHJ4AaABAg,"💞 A L E X I S 1 7 💞 emang ga ada duanya, pelayanan VIP buat semua member tanpa syarat",,P
4908.0,Ugwfsf7DtZhALj_3aFR4AaABAg,Mau dapetin penghasilan tambahan di tengah pandemi gini? 💞 A L E X I S 1 7 💞 jawabannya,,NP
4909.0,Ugx4ke2pei6ows7xL-J4AaABAg,"Gue udah ga bisa bayangin hidup tanpa 💞 A L E X I S 1 7 💞 sih, udah jadi sumber rezeki utama",,P
4910.0,Ugz0PFdnOQAmoU7MiHN4AaABAg,💞 A L E X I S 1 7 💞 tuh emang bener-bener ngebantu banget pas gue lagi butuh dana darurat,,P
4911.0,UgznXdh6_btbmSCCwzh4AaABAg,"Gue sih udah jadi member VIP 💞 A L E X I S 1 7 💞, fasilitasnya gila banget, banyak keuntungannya",,P
4912.0,UgwW21ZTj95pbKWGtCV4AaABAg,"💞 A L E X I S 1 7 💞 tuh emang bener-bener beda dari yang lain sih, RTPnya tertinggi di kelasnya",,P
4913.0,UgywA8f-TKSUI27bg_l4AaABAg,"Denger jokes e Aris, malah gw sendiri ikut malu",,NP
4914.0,Ugxj-tSXzReLdbteMxR4AaABAg,hehe,,NP
4915.0,UgzOI0XrARtjUPhc2U14AaABAg,main repo coba bang manca,,NP
4916.0,UgzQrgdFQrinY-_kUMZ4AaABAg,gelooo finally bang manca upload🎉🎉🎉🎉🎉,,NP
4917.0,UgzojA1NGYyOQ6mZl-h4AaABAg,Lo klo live banyak yg liat sumpah,,NP
4918.0,UgzqqTbBJv6fHwUVIy14AaABAg,3:38 yakuza reference!!?? 🗣️ 🗣️,,NP
4919.0,UgwL-jmIg4LoLFWbohF4AaABAg,manchongggg,,NP
4920.0,Ugw_i18iCn-cCZf4m4h4AaABAg,"tiap makan ga pernah absen nontonin, thank you bang",,NP
4921.0,Ugyztan8dqA6ZR5uD-54AaABAg,bukannya ILY nama kapsulnya ali ya?,,NP
4922.0,UgzMqh1AveUIulybb1R4AaABAg,Kebodohan : om Tio kafir,,NP
4923.0,UgyUAOcs9t2-d5MM2wJ4AaABAg,terimakasih bang manca kembali memberi sinar harapan buat kami untuk meneruskan kehidupan 🤣,,NP
4924.0,UgzE3B2nU9g_51RhvYt4AaABAg,wkwkw baru main udh ketemu anak PE🤣,,NP
4925.0,Ugyv7n_RjMbPsH4ZNHh4AaABAg,"Literally bikin sultan, di 💞 A L E X I S 1 7 💞 𝚖𝚘𝚍𝚊𝚕 receh bisa jadi quintiliun internasional.",,P
4926.0,Ugy7GMZNUWDYThskFn14AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event tournament SL🅞T dengan hadiah jet pribadi.",,P
4927.0,UgzXnRE4EFT4IqtPSRR4AaABAg,"Gokil abis, di 💞 A L E X I S 1 7 💞 ada bonus cashback harian 5%.",,NP
4928.0,UgwpSCoDo4ey85Sxd8d4AaABAg,"Gokil parah, di 💞 A L E X I S 1 7 💞 ada bonus DEP🅞SIT yang bisa di-WᵢₜₕDᵣₐW langsung.",,P
4929.0,Ugx6mV92Ev3f1wJKUfZ4AaABAg,"Asli gak bohong, di 💞 A L E X I S 1 7 💞 ada fitur quick register yang super cepat giga.",,P
4930.0,Ugz0cBgi2RH3Jo0F56V4AaABAg,"Asli gak boong, di 💞 A L E X I S 1 7 💞 ada fitur quick WᵢₜₕDᵣₐW yang super kilat exa.",,P
4931.0,UgzAgAakTzT8InNjsh14AaABAg,Yutuber baru ya bang?,,NP
4932.0,UgwukUxXpsO2kVK4Ncp4AaABAg,"Anjay mantep, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-YouTube.",,NP
4933.0,Ugw2v_b6DFyy6st8buF4AaABAg,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event lucky spin dengan hadiah liburan ke Zanzibar.",,P
4934.0,Ugw1djF5JyqLvD2ynFd4AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur history bonus yang detail peta.",,NP
4935.0,UgxuCMj4GCoXthvS6G94AaABAg,"Anjay mantep, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Netflix.",,NP
4936.0,UgyNiI2T21n049uzQg14AaABAg,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur notifikasi WᵢₜₕDᵣₐW yang canggih banget.",,P
4937.0,UgwJCr8048e7CNPZG9t4AaABAg,"Anjay mantep, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-VSCO.",,NP
4938.0,UgwG8R0YRAyKfFovlNN4AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Twitter.",,P
4939.0,UgzNiVSwYs7YW1oAuMF4AaABAg,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Reels.",,P
